Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
kurortnoye.com.ua,False,True,1,3,0,0,0,0,1,1,1,1,1,0,1,0,1
ekvarika.ru,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
pmbonline.unmuha.ac.id,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
ipod.co.za,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1
homegrown.dynastyapp.org,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
drive.google.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
charlesdsmithlaw.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
secure-monitor.com,False,False,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
cpcalendars.granadoemurahara.com.br,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
walletconnectairdrop.com,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ebanking.luiseange87.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
joingroubpemersatubangsa.duckdns.org,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
interlbankwelb.artagentsinternational.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
lnkd.in,False,False,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
drip.web-genies.com,False,False,0,5,0,0,0,1,1,1,1,1,1,1,1,1,1
app.bydn217.club,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bakaenteprises.ml,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
actualizaban4568.ultimatefreehost.in,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
d.pr,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
talkingdogsmobile.com,False,False,0,2,0,0,0,0,1,1,1,1,1,0,1,0,1
bit.do,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
l.wl.co,False,False,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1
stolizaparketa.ru,False,True,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
desantisflor.online,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
caymanreno.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
xj333.mjt.lu,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
secure-monitor.com,False,False,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
ubee.co.kr,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
steep-wind-ce24.josephdelgado3790.workers.dev,False,True,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
ezssausage.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
32541514546544.hyperphp.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
betasuslinkgir.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
hostnix.net,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.do,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
storage.cloud.google.com,False,True,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
edje.com,False,False,0,3,0,0,0,0,1,0,1,1,0,0,1,1,1
qlgu1.codesandbox.io,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
xn--banriul-hpb.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
irs.home-tax-usreliefs.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
realestateexuma.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
deljenjeflajera.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
souravtech.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
whffapp.americ17.work,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
qevwisdfztymporlndsckabdil-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
btsejrvicre.boxmode.io,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
bthak.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
webhostingbingo.com,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
fedner.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
telexaempresa.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
myifs.xyz,False,False,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
community-diskussionsforen-probleme-klaren-de.totalh.net,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
rakoten.co.ip.8euq3pq.gq,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mestercartoonplanetjed3.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
cg79746.tmweb.ru,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
pe1-compras-lnterbank.com,False,False,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
lopn.planetwaves.am,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mailplusrolerequestedprivatemailupdates.pages.dev,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
elektro-live.de,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
woomcenter.com,False,False,1,15,0,0,0,0,1,0,1,1,0,0,1,0,1
wp1.monovm.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
lindalpilcher.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
114805630378760.web.id,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
fn.tc,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,True,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
pmbonline.unmuha.ac.id,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
mineyilmazbilek.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
academiamoviles.com,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
docs-verify-c671.thajetiase.workers.dev,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
stclarechurch.net,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sgbaukrc.ac.in,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
qwikkar.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
ppt.cc,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
nayameehomes.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
congresosba.com.ar,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
egypttodaytravel.net,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
regularsweeps.xyz,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
pdp.eue.mybluehost.me,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
labanque-postalelbpnsservicessl.com,False,False,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
birlacitywaterpark.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
ordenesticccc.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
dwz.kr,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
tellmeliu.github.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
facebooks.azurewebsites.net,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sebene27.github.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
dpmasdaskj.pages.dev,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
jackbinaspuol.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
site9551459.92.webydo.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
grubeuni.duckdns.org,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
n-naoko-0319.github.io,False,False,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
211.57.201.45,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
wrap.co,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
rechtsanwaltskanzlei-spanien.de,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
zpr.io,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
premiumsdiscord.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
production.keep-paper-account.sales18130.workers.dev,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
dyn.co,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
surveyheart.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
new.raiffeisenonline.com.do,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ch74754.tmweb.ru,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
monomobileservice.yolasite.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
btinternetbroadbandz.boxmode.io,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
mzwy2.csb.app,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
dumerobui.xyz,False,False,0,6,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
qevwisdfztymporlndsckabdil-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
banco-nacion8989.webcindario.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
sho.cat,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
proprofs.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
roccobonheur1-my-cheetah-website-copy.cheetah.builderall.com,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
pmbonline.unmuha.ac.id,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
vk.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
kh3wfp6f.easy.co,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
pichinchafs.webcindario.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
cw41807.tmweb.ru,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mttbbaankk.dd-dns.de,False,False,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
ojs.budimulia.ac.id,False,False,1,8,0,0,0,0,1,0,1,1,1,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
factor4metabolichealth.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
xhlgt.mjt.lu,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
production.microsoftpassword00-misockas090-ja104008d-storagespasturn.pedrogonzalezmxamrocom.workers.dev,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
doclab-console-auth.firebaseapp.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
workprotocoles-com.webs.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
vxdse.myfreesites.net,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
centralconsulta.link,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
servicepage.service-page.workers.dev,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
bestfive.main.jp,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
gestacultura.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sicherheit-spk-psd2.de,False,False,1,4,0,0,0,1,1,0,1,1,0,0,1,0,1
tabaccheriadelborgo.net,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
tellmeliu.github.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
655566564564.hyperphp.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
t.co,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
ummatamima.buet.ac.bd,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
c3i0y.cn,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
arrizonaa.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
play.infocoweb.com.br,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
yarwoodfineart.com,False,False,0,2,0,0,1,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
vk-dreamsgirls.ru,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
qualitasc-my.sharepoint.com,False,False,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
cryptonewjob.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
laraccount.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
zekkafreitas-vando-magazine.cheetah.builderall.com,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
expiredsessions.cfd,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
beaconpsychiatry.org,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
smbc-support.com,False,False,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
98635.ihostfull.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
rabofree.blogspot.com,False,False,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
miloserdie-rzn.ru,False,False,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
greatmusica.com,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
joeypmemorialfoundation.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
pastelink.net,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
secure303.inmotionhosting.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
541512.xyz,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
l.wl.co,False,False,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
adityaschooljabalpur.com,False,True,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
identifiez-vous-avec-votre-compte.yolasite.com,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
csss.co.jp,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
s.luwank.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
supersantderft.byethost14.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
celtabet2.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
formtools.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
chat-whatasqp.com,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
secure300.inmotionhosting.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
gamdy.ca,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
server-networksolutions.web.app,False,True,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
ekbofexjlnsdsfaqxbcfpnfift-dot-gl44393333333.rj.r.appspot.com,False,False,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1
chase4in.app.link,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mfnea.org,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
cloudshare-account-auth.firebaseapp.com,False,False,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
genrkeryer.webcindario.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
rendangunitutie.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
myhoskinonline.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
dexlerholdings.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
bperbanking.unaux.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
voabcp.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
rfeldman.russellfeldman.com,False,False,1,3,1,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,True,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
contactmonkey.com,False,False,1,3,1,0,0,0,1,1,1,1,0,0,1,0,1
kurortnoye.com.ua,False,True,1,3,0,0,0,0,1,1,1,1,1,0,1,0,1
supernet-santa-1.hostfree.pw,False,False,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
setupmynorton.square.site,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
margigitjari9987.co.vu,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
cristinamambrini.com.br,False,False,1,6,0,0,0,0,1,1,1,1,1,0,1,0,1
vk.com,False,False,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
ascent-scaffolding.co.uk,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
55jkomtn2w3.typeform.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
stolizaparketa.ru,False,True,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
amosleh.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
scb9813h918fh9831821yh.pefecim563-oiuyt-oijh.workers.dev,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
wbl.me,False,False,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
creativecombat.com,False,False,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
support-att.com,False,False,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
kilshi.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
ramgarhiamatrimonial.ca,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,1,1
allianzbankmypostweb.datlas.it,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
justsayingbro.com,False,False,0,4,0,0,0,0,1,1,1,1,0,0,1,0,1
real-anon-keep-passing-word.rvsla.workers.dev,False,False,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
app.pankieiswapis.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
greatmusica.com,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
ecourbandesign.com,False,True,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
facebook.eventspinff.wtf,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
smarteconomy.rs,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
dslogix.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ftx-ca.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
my.ts3card.com.fuwuhn.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
email302.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,1,1
lousagomes.pt,False,False,1,6,0,0,0,0,1,0,1,1,0,0,1,0,1
uols024djpd.byethost9.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
pancakedswap.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
helindo.id,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
web1577.webbox444.server-home.org,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
drive.google.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
kalarirmalove.loveslife.biz,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
azb3s.cf,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xn--rpondeur-vocal12-bqb.yolasite.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
hdmediahub.club,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
sanjoaquinvalleybrewfest.com,False,False,1,8,0,0,1,0,1,1,1,1,0,0,1,0,1
shanky0.github.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
forms.gle,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
todosmecaenbien.cl,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mail.trendset.com.ar.ci3.toservers.com,False,False,1,4,0,0,1,0,1,0,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
server.53u16.cn,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
richardbashara.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
interbankextracashpe.cwoboy.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
fdhuukmlnd.duckdns.org,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
gawvs.in,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
codorasys.com,False,False,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
verify.session-id.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
s.luwank.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
detcgcvbzjyipjeadvangqrccfhwqv.66ghz.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
unitus.mk.ua,False,False,1,11,0,0,0,0,1,0,1,1,0,0,1,0,1
kashmir-packages.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
roygijvhluozwnflsypmewrstt-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
staging.eliteautomotive.com.au,False,True,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
webdisk.granadoemurahara.com.br,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
stolizaparketa.ru,False,True,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
414614415641654.hyperphp.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
